gene,dNdS,Interacting?,Pval
GLRA4,0.09876535,Interacting,1
GLRB,0.03144978,Interacting,0.05914568
GLRX2,1.003385,Non-interacting,1.42E-16
GLT1D1,0.1872901,Non-interacting,0.008439691
GLT6D1,0.3949502,Non-interacting,0.4545771
GLT8D2,0.09924232,Non-interacting,0.09487353
GLTP,0.01768557,Non-interacting,0.3327927
GLTPD2,0.4172724,Non-interacting,0.1318553
GLUD1,0.03244896,Non-interacting,0.8526642
GLYAT,0.6265559,Non-interacting,0.004139875
GLYATL1,0.6842791,Non-interacting,1.27E-05
GLYATL2,0.5842755,Interacting,0.02035431
GLYATL3,0.3424822,Non-interacting,3.38E-08
GLYCTK,0.2173294,Non-interacting,0.1224251
GLYR1,0.08511158,Non-interacting,1
GM2A,0.3774526,Non-interacting,0.07456545
GMCL1,0.1642257,Interacting,0.5432049
GMDS,0.1334238,Interacting,0.4979036
GMEB1,0.1452647,Non-interacting,0.2583208
GMEB2,0.04884151,Non-interacting,1
GMFB,0.2409291,Non-interacting,0.9934205
GMFG,0.01521053,Non-interacting,1
GMIP,0.2251227,Interacting,0.03174702
GML,0.9437898,Non-interacting,0.000675223
GMNC,0.3930627,Non-interacting,0.000197649
GMPPA,0.08789311,Non-interacting,1
GMPPB,0.02352355,Non-interacting,1
GMPR,0.05651653,Non-interacting,1
GMPS,0.07072621,Non-interacting,0.261558
GNA12,0.0417246,Interacting,0.6217153
GNA15,0.05368783,Non-interacting,1
GNAI2,0.01465988,Interacting,1
GNAL,0.4172974,Interacting,1.17E-26
GNAO1,0.08357627,Interacting,0.4791769
GNAS,0.4900612,Non-interacting,1.13E-08
GNAT1,0.004340974,Interacting,1
GNAT3,0.06876124,Interacting,1
GNAZ,0.004498516,Interacting,1
GNB1,0.01472822,Interacting,1
GNB1L,0.1793056,Non-interacting,0.1314461
GNB2,0.004140152,Interacting,1
GNB3,0.06266471,Interacting,1
GNB4,0.1158065,Interacting,0.4815726
GNB5,0.04567939,Non-interacting,1
GNE,0.07667867,Non-interacting,0.2921306
GNG11,0.04114286,Non-interacting,1
GNG12,0.05290278,Non-interacting,1
GNG13,0.02129851,Non-interacting,1
GNG2,0,Non-interacting,1
GNG3,0,Non-interacting,1
GNG4,0,Non-interacting,1
GNG7,0.01235294,Non-interacting,1
GNG8,0.0194507,Non-interacting,1
GNGT1,0.03887838,Non-interacting,0.5747508
GNGT2,0.4715,Non-interacting,4.88E-05
GNL1,0.09424664,Non-interacting,1
GNL2,0.2755528,Non-interacting,0.01355883
GNL3,0.4706305,Non-interacting,0.6393281
GNL3L,0.3386378,Non-interacting,0.0603886
GNLY,1.148607,Non-interacting,4.11E-06
GNMT,0.1723096,Non-interacting,0.4234857
GNPAT,0.2624361,Non-interacting,0.7687423
GNPDA1,0.06870796,Non-interacting,1
GNPDA2,0.03792342,Non-interacting,1
GNPTAB,0.2163471,Non-interacting,0.3937903
GNPTG,0.1605967,Non-interacting,1
GNRH1,0.3338696,Non-interacting,0.07755401
GNRH2,0.8866695,Non-interacting,0.000304052
GNRHR,0.2467597,Non-interacting,0.07898191
GNS,0.09636716,Non-interacting,1
GOLGA1,0.3282546,Non-interacting,0.005938659
GOLGA3,0.1957547,Non-interacting,0.01472612
GOLGA4,0.4576174,Interacting,1.76E-07
GOLGA5,0.1901271,Non-interacting,0.7908191
GOLGA6L1,0.77116,Non-interacting,2.61E-10
GOLGA6L2,0.6658891,Non-interacting,5.14E-09
GOLGA6L6,0.7603891,Non-interacting,1.30E-09
GOLGA6L9,0.7627766,Non-interacting,8.63E-05
GOLGA7,0.01517391,Non-interacting,1
GOLGA7B,0.2069581,Non-interacting,5.39E-12
GOLGB1,0.4795957,Non-interacting,1.87E-08
GOLIM4,0.3122224,Non-interacting,0.05853212
GOLPH3,0.1754389,Non-interacting,1
GOLPH3L,0.1893112,Non-interacting,0.222602
GOLT1A,0.332904,Non-interacting,0.02777624
GOLT1B,0.5164444,Non-interacting,3.21E-05
GON7,0.4343434,Non-interacting,0.5082918
GOPC,0.07927489,Non-interacting,1
GORAB,0.4963289,Non-interacting,0.002736051
GORASP1,0.3770433,Non-interacting,0.05813552
GORASP2,0.3024362,Non-interacting,0.3664809
GOSR1,0.08036546,Non-interacting,1
GOSR2,0.3237665,Non-interacting,1.48E-07
GOT1,0.5165238,Non-interacting,4.34E-05
GOT1L1,0.3835271,Non-interacting,1
GOT2,0.09573762,Non-interacting,0.2777562
GP1BA,0.8180184,Interacting,2.47E-08
GP1BB,0.2154392,Non-interacting,0.09052312
GP2,0.4516056,Non-interacting,0.000883546
GP5,0.4213882,Interacting,0.00026396
GP9,0.1820678,Non-interacting,0.9062357
GPA33,0.3724013,Interacting,0.07382583
GPAA1,0.1171903,Non-interacting,0.7103336
GPALPP1,0.1817088,Non-interacting,1
GPAM,0.09173229,Non-interacting,0.03833613
GPANK1,0.293882,Interacting,1
GPAT3,0.1622635,Non-interacting,1
GPAT4,0.09601142,Non-interacting,0.007219876
GPATCH1,0.2359448,Non-interacting,0.05148467
GPATCH11,0.1924346,Non-interacting,0.7251346
GPATCH2L,0.1164239,Non-interacting,1
GPATCH3,0.3273219,Non-interacting,0.1990757
GPATCH8,0.154137,Non-interacting,0.3394467
GPBAR1,0.2219477,Non-interacting,1
GPBP1,0.04859705,Non-interacting,1
GPBP1L1,0.2702823,Non-interacting,0.9616002
GPC1,0.0844898,Non-interacting,0.02235533
GPC3,0.1407793,Non-interacting,0.003168639
GPC4,0.1546488,Non-interacting,0.5891
GPC5,0.1867066,Non-interacting,0.5143201
GPC6,0.06948059,Non-interacting,1
GPCPD1,0.09333547,Non-interacting,0.1418803
GPD1,0.1172294,Non-interacting,0.2613375
GPD2,0.06486321,Non-interacting,0.3397438
GPER1,0.08226807,Non-interacting,0.098179
GPHB5,0.1991163,Non-interacting,0.1473304
GPHN,0.01736338,Non-interacting,0.06591259
GPIHBP1,0.3836105,Non-interacting,1
GPLD1,0.293174,Non-interacting,1
GPM6A,0.008089888,Non-interacting,0.198547
GPM6B,0.1014175,Non-interacting,0.02339358
GPN1,0.2777261,Non-interacting,0.00024038
GPN2,0.09606129,Non-interacting,1
GPN3,0.0790942,Non-interacting,1
GPNMB,0.3098579,Non-interacting,0.2639463
GPR1,0.1995518,Non-interacting,1
GPR101,0.2934921,Non-interacting,0.005230051
GPR107,0.3267253,Non-interacting,5.02E-09
GPR108,0.2053526,Non-interacting,1.34E-06
GPR119,0.3437706,Non-interacting,0.07985531
GPR12,0.073081,Non-interacting,1
GPR132,0.1493681,Non-interacting,0.06191988
GPR135,0.2119616,Non-interacting,0.01216863
GPR137,0.665664,Non-interacting,1.80E-30
GPR137B,0.06802597,Non-interacting,1
GPR137C,0.159897,Non-interacting,0.8041282
GPR139,0.01415954,Non-interacting,1
GPR142,0.3609757,Non-interacting,0.000463834
GPR143,0.295,Non-interacting,1
GPR146,0.1171631,Non-interacting,0.0217596
GPR148,0.4175058,Interacting,0.3096645
GPR149,0.2304829,Non-interacting,0.3173144
GPR15,0.2271167,Non-interacting,0.4781692
GPR151,0.2898254,Non-interacting,1
GPR152,0.2594946,Non-interacting,0.1837761
GPR153,0.07439196,Non-interacting,0.2835584
GPR155,0.1530115,Non-interacting,1
GPR156,0.5110234,Non-interacting,0.008290139
GPR158,0.2231831,Non-interacting,0.1993664
GPR160,0.4946488,Non-interacting,0.260812
GPR161,0.1349267,Non-interacting,1.67E-05
GPR162,0.191051,Non-interacting,0.2463495
GPR17,0.09713623,Non-interacting,0.00414613
GPR171,0.1801314,Non-interacting,1
GPR173,0.02595664,Non-interacting,0.719592
GPR174,0.172488,Non-interacting,1
GPR176,0.1134494,Non-interacting,0.10988
GPR179,0.5551618,Non-interacting,0.005648135
GPR180,0.1590419,Non-interacting,0.3693679
GPR182,0.2329779,Non-interacting,0.1475956
GPR183,0.1852333,Non-interacting,0.07710971
GPR19,0.2782885,Non-interacting,0.2207557
GPR20,0.1215866,Non-interacting,0.002195315
GPR21,0.113776,Non-interacting,1
GPR22,0.07271942,Non-interacting,0.1413022
GPR26,0.09494842,Non-interacting,1
GPR27,0.01360533,Non-interacting,1
GPR3,0.1154055,Non-interacting,0.6357979
GPR31,0.3856407,Non-interacting,0.1973235
GPR32,0.4238385,Non-interacting,0.3267881
GPR33,0.5378097,Non-interacting,0.6421556
GPR34,0.2819158,Non-interacting,0.6883054
GPR35,0.1356181,Non-interacting,0.1118426
GPR37,0.2719527,Non-interacting,0.4002504
GPR37L1,0.05387553,Non-interacting,1
GPR39,0.1773073,Interacting,0.02287917
GPR4,0.02721607,Non-interacting,0.01919301
GPR42,0.2153302,Non-interacting,0.2056899
GPR50,0.4723463,Non-interacting,0.04352021
GPR52,0.04515512,Non-interacting,1
GPR55,0.1453636,Non-interacting,0.3814853
GPR6,0.05625967,Non-interacting,0.07951633
GPR61,0.05550524,Non-interacting,0.2196467
GPR62,0.1550225,Non-interacting,0.1035029
GPR63,0.1348663,Non-interacting,1
GPR65,0.2956687,Non-interacting,0.1870028
GPR68,0.05953333,Interacting,0.007424179
GPR75,0.1062127,Non-interacting,1
GPR78,0.2033444,Interacting,0.6213476
GPR82,0.3895701,Non-interacting,0.03677831
GPR84,0.243351,Non-interacting,0.3721371
GPR85,0.02406504,Non-interacting,1
GPR87,0.1007944,Non-interacting,0.2287087
GPR88,0.01226887,Non-interacting,1
GPR89A,0.04645536,Non-interacting,0.5035322
GPR89B,0.04643304,Non-interacting,0.5035322
GPR89C,0.04714509,Non-interacting,0.4890626
GPR98,0.2486344,Non-interacting,0.003304803
GPRASP2,0.4175948,Non-interacting,5.17E-07
GPRC5A,0.3296629,Non-interacting,0.009638296
GPRC5B,0.06719477,Non-interacting,0.01964373
GPRC5C,0.1276411,Non-interacting,0.01242207
GPRC5D,0.2599417,Non-interacting,0.06577502
GPRC6A,0.3357489,Non-interacting,0.6777127
GPRIN1,0.5156633,Non-interacting,0.1156908
GPRIN2,0.4203455,Non-interacting,0.05113647
GPRIN3,0.511278,Non-interacting,0.06070383
GPS1,0.05463235,Non-interacting,0.08579184
GPS2,0.04164217,Non-interacting,1
GPSM1,0.03274534,Non-interacting,1
GPSM2,0.1410219,Interacting,1
GPSM3,0.3470534,Non-interacting,0.7177508
GPT,0.06976821,Non-interacting,1
GPT2,0.05437045,Non-interacting,1
GPX2,0.07359551,Interacting,0.6320701
GPX3,0.2242903,Interacting,1
GPX4,0.1135379,Interacting,1
GPX5,0.4037979,Interacting,0.9234379
GPX6,0.1288396,Non-interacting,0.0924701
GPX7,0.09331351,Interacting,0.4625853
GRAMD1A,0.1427363,Non-interacting,0.000141409
GRAMD1B,0.0532721,Non-interacting,1.33E-11
GRAMD1C,0.4166507,Non-interacting,0.000442663
GRAMD2A,0.4118179,Non-interacting,0.03417663
GRAMD2B,0.4146482,Non-interacting,7.42E-16
GRAMD4,0.05435906,Non-interacting,0.00095548
GRAP,0.07969403,Interacting,0.8181357
GRAP2,0.0996789,Interacting,1
GRAPL,0.0838806,Interacting,0.9317072
GRB10,0.1541602,Non-interacting,0.9988716
GRB14,0.1580964,Non-interacting,0.7864435
GRB2,0.03212102,Interacting,0.09945608
GRB7,0.08034275,Non-interacting,0.245059
GREB1,0.112399,Non-interacting,1
GREB1L,0.1774384,Non-interacting,2.36E-07
GREM1,0.01222951,Non-interacting,1
GREM2,0.03780952,Non-interacting,1
GRHL1,0.09019704,Non-interacting,0.01001374
GRHL2,0.02894867,Non-interacting,1.28E-06
GRHL3,0.1486702,Non-interacting,5.33E-05
GRHPR,0.2381789,Non-interacting,2.49E-06
GRIA1,0.1445078,Non-interacting,4.09E-15
GRIA2,0.04922955,Non-interacting,6.01E-16
GRIA3,0.09958605,Non-interacting,1.50E-17
GRIA4,0.06172525,Non-interacting,6.59E-10
GRID1,0.03240932,Non-interacting,0.8580408
GRID2,0.01412108,Interacting,1
GRID2IP,0.1213076,Non-interacting,0.3272358
GRIFIN,0.2558978,Non-interacting,1
GRIK1,0.0454813,Non-interacting,0.01215628
GRIK2,0.02457422,Non-interacting,0.006680617
GRIK3,0.01611023,Non-interacting,0.008203232
GRIK4,0.04927555,Non-interacting,1
GRIN2A,0.0751682,Non-interacting,1
GRIN2B,0.02483693,Non-interacting,1
GRIN2C,0.0883017,Non-interacting,0.2993118
GRIN2D,0.04797063,Non-interacting,0.4082662
GRIN3A,0.1342331,Interacting,0.3908616
GRIN3B,0.1738268,Non-interacting,0.0154863
GRINA,0.09637736,Non-interacting,0.9800709
GRIP1,0.3708388,Non-interacting,1
GRIP2,0.1004039,Non-interacting,0.1048856
GRIPAP1,0.2808151,Non-interacting,0.6831118
GRK1,0.06068023,Interacting,0.6079343
GRK4,0.447088,Interacting,0.000753288
GRK5,0.06753532,Interacting,0.4685515
GRK6,0.03964057,Interacting,0.4469221
GRK7,0.1357829,Interacting,0.7614313
GRM3,0.04881425,Non-interacting,1
GRM4,0.05424315,Non-interacting,1
GRM6,0.09739527,Non-interacting,1
GRM7,0.04153556,Non-interacting,0.005605828
GRM8,0.02819053,Non-interacting,1
GRN,0.3344144,Non-interacting,0.0478495
GRP,0.007063492,Non-interacting,1
GRPEL1,0.1116498,Non-interacting,0.1423137
GRPEL2,0.2118222,Non-interacting,1
GRPR,0.1111901,Non-interacting,1
GRTP1,0.1271238,Non-interacting,1
GRWD1,0.09870562,Non-interacting,0.04101328
GRXCR1,0.08782192,Non-interacting,1
GRXCR2,0.2405743,Non-interacting,0.1177553
GSAP,0.3895037,Non-interacting,0.01677711
GSC2,0.2655846,Non-interacting,1
GSDMA,0.1973039,Non-interacting,0.9080703
GSDMB,1.215119,Non-interacting,8.07E-06
GSDMC,1.480416,Non-interacting,1.83E-18
GSDMD,0.4821839,Non-interacting,0.001389432
GSE1,0.1078046,Interacting,4.18E-11
GSG1,0.5033179,Non-interacting,2.25E-08
GSG1L,0.04351212,Non-interacting,0.1568162
GSG1L2,0.3544573,Non-interacting,0.02225899
GSG2,0.4499196,Non-interacting,0.2374065
GSK3A,0.08699756,Interacting,0.9728537
GSK3B,0.08836675,Interacting,0.1682508
GSN,0.07368564,Non-interacting,0.1407057
GSPT1,0.09395238,Non-interacting,0.6837293
GSPT2,0.1710446,Non-interacting,0.9752053
GSS,0.2591324,Non-interacting,0.007652446
GSTCD,0.2154342,Non-interacting,0.2290437
GSTK1,0.2858761,Non-interacting,0.6968515
GSTM1,0.3875988,Non-interacting,0.003060573
GSTM3,0.1676409,Non-interacting,1
GSTM4,0.2453944,Non-interacting,1
GSTO2,0.3039106,Non-interacting,0.01494673
GSTP1,0.160115,Interacting,0.5771921
GSTT2,0.333043,Interacting,1
GSTT2B,0.3333369,Interacting,1
GSTZ1,0.2589074,Non-interacting,0.080038
GSX1,0.04384583,Non-interacting,1
GSX2,0.1445414,Non-interacting,0.9892956
GTDC1,0.3804418,Non-interacting,0.9574099
GTF2A1,0.04057951,Interacting,0.9904256
GTF2A2,0.3464037,Interacting,0.9430235
GTF2B,0.005044164,Interacting,1
GTF2E1,0.1224554,Non-interacting,0.2634421
GTF2E2,0.1375779,Non-interacting,1
GTF2F2,0.1038802,Non-interacting,1
GTF2H1,0.05741199,Non-interacting,1
GTF2H2,0.09745799,Interacting,1
GTF2H3,0.2486764,Non-interacting,0.000459053
GTF2H4,0.01366083,Non-interacting,0.309412
GTF2H5,0.03822857,Non-interacting,1
GTF2I,0.02918594,Interacting,0.7042836
GTF2IRD1,0.1127492,Non-interacting,0.8521626
GTF2IRD2B,0.1240828,Non-interacting,0.2356606
GTF3A,0.2955152,Interacting,0.003560478
GTF3C2,0.1782485,Non-interacting,1
GTF3C3,0.05809842,Interacting,1
GTF3C4,0.1025661,Non-interacting,0.00044816
GTF3C5,0.1117694,Non-interacting,0.008429995
GTPBP10,0.4085907,Non-interacting,0.008144645
GTPBP2,0.05693186,Non-interacting,0.01702084
GTPBP3,0.1936951,Non-interacting,0.1454179
GTPBP4,0.06923003,Non-interacting,1
GTPBP6,0.07283721,Non-interacting,0.08655434
GTPBP8,0.4533409,Non-interacting,3.76E-07
GTSE1,0.5889635,Non-interacting,0.000131116
GTSF1,0.1636506,Non-interacting,0.000380069
GTSF1L,0.3623548,Non-interacting,0.2466509
GUCA1A,0.055199,Non-interacting,0.3777192
GUCA1B,0.111535,Non-interacting,0.1806683
GUCA1C,0.325,Non-interacting,1
GUCA2A,0.589625,Non-interacting,0.4251186
GUCA2B,0.2945172,Non-interacting,0.1671324
GUCD1,0.3609742,Non-interacting,9.38E-16
GUCY1A2,0.09406566,Non-interacting,0.4701761
GUCY1A3,0.09280967,Non-interacting,0.4669215
GUCY1B3,0.0754335,Non-interacting,0.8972381
GUCY2C,0.3326381,Interacting,4.29E-06
GUCY2D,0.1646092,Interacting,1
GUCY2F,0.2353623,Interacting,0.9431684
GUF1,0.2596124,Non-interacting,3.33E-10
GUK1,0.05602105,Non-interacting,1
GULP1,0.1154243,Non-interacting,1
GXYLT1,0.2266152,Non-interacting,0.005345614
GXYLT2,0.354174,Non-interacting,4.64E-06
GYG2,0.2793851,Non-interacting,0.03167535
GYPA,1.37517,Non-interacting,8.78E-07
GYPB,1.375517,Non-interacting,8.78E-07
GYPC,1.118457,Non-interacting,8.28E-08
GYS2,0.1169101,Non-interacting,0.4685117
GZF1,0.2621183,Interacting,1.42E-05
GZMA,0.9246679,Interacting,1.65E-12
GZMH,0.7515691,Interacting,6.95E-10
GZMK,0.5909205,Non-interacting,0.000182094
GZMM,0.3469921,Interacting,0.02235
H1F0,0.07264815,Non-interacting,1
H1FNT,0.6671535,Non-interacting,0.02973451
H1FOO,0.6752031,Non-interacting,0.01813768
H1FX,0.03405238,Non-interacting,1
H2AFJ,0.01357692,Interacting,1
H2AFV,0.07332031,Interacting,1
H2AFX,0,Interacting,1
H2AFY,0.3672873,Interacting,4.10E-28
H2BFS,0.006277778,Interacting,1
H6PD,0.1347962,Non-interacting,0.2630828
HAAO,0.2690315,Non-interacting,0.3847682
HABP4,0.2132688,Interacting,1
HACD1,0.1988021,Non-interacting,0.6499842
HACD2,0.1947061,Non-interacting,0.3235748
HACD3,0.184458,Non-interacting,0.1454904
HACD4,0.1361531,Non-interacting,1
HACE1,0.02464286,Interacting,0.3388314
HACL1,0.2743151,Non-interacting,0.08066261
HADH,0.2081299,Non-interacting,0.3318446
HADHA,0.1734319,Non-interacting,0.07924961
HAGH,0.143899,Non-interacting,0.225956
HAGHL,0.2809167,Non-interacting,4.73E-08
HAL,0.1318019,Non-interacting,1
HAMP,0.3425952,Non-interacting,0.8109353
HAND1,0.050125,Non-interacting,1
HAND2,0.007160804,Non-interacting,1
HAO1,0.1337583,Non-interacting,1
HAO2,0.4223764,Non-interacting,0.000199698
HAP1,0.497838,Non-interacting,5.36E-06
HAPLN1,0.04604895,Interacting,1
HAPLN2,0.07052493,Interacting,0.6015063
HAPLN3,0.1378599,Non-interacting,0.386163
HAPLN4,0.0857606,Interacting,1
HARBI1,0.09165104,Non-interacting,0.6161977
HAS2,0.02963529,Non-interacting,1
HAS3,0.002018349,Non-interacting,1
HAT1,0.08506444,Non-interacting,1
HAUS2,0.4413191,Non-interacting,0.07692015
HAUS3,0.3339286,Non-interacting,0.2864512
HAUS4,0.2821761,Non-interacting,0.000187323
HAUS5,0.3222895,Non-interacting,0.08254805
HAUS6,0.5824586,Non-interacting,0.002255594
HAUS7,0.2904314,Non-interacting,4.28E-05
HAUS8,0.4320148,Non-interacting,0.001148456
HAVCR2,0.6046703,Interacting,0.1611674
HBB,0.3418276,Interacting,0.07094611
HBE1,0.2096939,Interacting,1
HBM,0.09637589,Interacting,0.5952629
HBP1,0.1198466,Non-interacting,0.9269836
HBQ1,0.1033429,Interacting,0.5936488
HBS1L,0.1788933,Non-interacting,0.04262063
HCAR2,0.3832818,Non-interacting,0.001006416
HCAR3,0.4753223,Non-interacting,2.26E-09
HCCS,0.2137106,Non-interacting,0.06207369
HCFC1R1,0.3507176,Non-interacting,0.7570767
HCK,0.1089861,Interacting,1
HCLS1,0.3879831,Interacting,0.0025604
HCN1,0.06488222,Non-interacting,1
HCN2,4.127563,Non-interacting,1.08E-05
HCN3,0.07315638,Non-interacting,0.2292073
HCN4,0.08325583,Non-interacting,1
HCRT,0.2388115,Non-interacting,1
HCRTR1,0.1591702,Non-interacting,0.0057301
HCRTR2,0.1504663,Non-interacting,1
HCST,0.07114114,Non-interacting,0.08220382
HDAC10,0.2631946,Non-interacting,1
HDAC11,0.1149043,Non-interacting,1
HDAC4,0.05100935,Non-interacting,1
HDAC5,0.09881054,Non-interacting,0.6993912
HDAC7,0.1742287,Non-interacting,0.4250931
HDAC8,0.06321176,Non-interacting,1
HDC,0.04351876,Non-interacting,0.0154617
HDDC3,0.06538235,Non-interacting,1
HDGFL3,0.08322703,Non-interacting,0.253977
HDHD2,0.2686473,Non-interacting,0.3648097
HDHD3,0.3400952,Non-interacting,0.001609611
HDHD5,0.2611933,Non-interacting,0.1226893
HDLBP,0.04070741,Interacting,0.010419
HDX,0.2372914,Interacting,1
HEATR1,0.2383092,Non-interacting,0.06054172
HEATR4,0.671058,Non-interacting,2.70E-07
HEATR5B,0.04390773,Non-interacting,0.02254755
HEATR6,0.2784457,Non-interacting,0.2082584
HEATR9,0.7919575,Non-interacting,3.79E-07
HEBP1,0.1976243,Non-interacting,1
HEBP2,0.1926667,Non-interacting,1
HECA,0.04351876,Non-interacting,0.01836614
HECTD1,0.01359306,Interacting,1
HECTD2,0.2251023,Non-interacting,0.3167928
HECTD3,0.03808664,Non-interacting,1
HECTD4,0.04227018,Non-interacting,0.01120836
HECW1,0.1435467,Non-interacting,0.03150504
HECW2,0.09903581,Non-interacting,0.2515069
HELB,0.4459187,Non-interacting,4.53E-05
HELLS,0.1743609,Non-interacting,0.000348803
HELQ,0.2885811,Non-interacting,0.05619743
HELT,0.2278262,Non-interacting,0.9631201
HELZ,0.1221416,Non-interacting,1
HELZ2,0.1855963,Non-interacting,0.03205528
HEMGN,0.9932041,Non-interacting,3.47E-08
HEMK1,0.2897781,Non-interacting,0.1279465
HENMT1,0.4201995,Non-interacting,0.005048631
HEPACAM,0.0535975,Interacting,1
HEPH,0.2007582,Non-interacting,0.8887673
HEPHL1,0.1887988,Non-interacting,1
HEPN1,0.6956538,Non-interacting,0.2542987
HERC1,0.05311022,Non-interacting,0.001745926
HERC3,0.04001096,Non-interacting,1
HERC4,0.07060499,Non-interacting,1
HERC5,0.5842407,Non-interacting,0.000208022
HERC6,0.7487314,Non-interacting,7.52E-16
HERPUD1,0.1705772,Interacting,1
HES2,0.1854431,Non-interacting,1
HES3,0.261264,Non-interacting,0.2236738
HES5,0.1128951,Non-interacting,0.567
HES6,0.210601,Non-interacting,1
HES7,0.1741116,Non-interacting,0.1634602
HEXA,0.2289698,Non-interacting,0.00316523
HEXB,0.450778,Non-interacting,0.06359403
HEXDC,0.5920864,Non-interacting,5.28E-36
HEXIM1,0.09981383,Interacting,0.7240237
HEXIM2,0.1941748,Non-interacting,1
HEY1,0.07293115,Non-interacting,1
HEY2,0.08873477,Non-interacting,1
HEYL,0.2609964,Non-interacting,0.5637294
HFE,0.3498389,Interacting,0.008744449
HFE2,0.1742618,Non-interacting,0.4809846
HFM1,0.3266425,Interacting,0.000215704
HGD,0.1155518,Non-interacting,1
HGFAC,0.1744194,Interacting,0.01253996
HGH1,0.2122159,Non-interacting,0.01070144
HGS,0.07234106,Interacting,1
HGSNAT,0.2710794,Non-interacting,0.03574321
HHAT,0.2517011,Non-interacting,0.01338248
HHATL,0.07721642,Non-interacting,0.09603584
