gene,Pval corrected,Int?
GABARAPL1,0.124947109,Non-interacting
SYNRG,0.124947109,Non-interacting
SCUBE3,0.125126735,Non-interacting
CNKSR1,0.125173561,Non-interacting
KIAA1586,0.125212711,Non-interacting
TBX22,0.125213199,Non-interacting
ARF3,0.12534815,Non-interacting
LEXM,0.125364778,Non-interacting
VWA1,0.125366437,Interacting
SPATA8,0.125474442,Non-interacting
SPATS1,0.125474442,Non-interacting
MYCN,0.125508695,Non-interacting
DSCAM,0.125555804,Interacting
IL24,0.125555804,Interacting
TMEM209,0.12564021,Non-interacting
KEL,0.125877382,Non-interacting
UNC13D,0.125877382,Non-interacting
RAB4B,0.12601691,Interacting
INCENP,0.126077878,Non-interacting
GRWD1,0.126234914,Non-interacting
C2,0.126250814,Interacting
FAM220A,0.126250814,Non-interacting
MRPL22,0.126250814,Non-interacting
PTPRG,0.126266156,Interacting
ROS1,0.126369647,Interacting
SLC30A5,0.126369647,Non-interacting
CDSN,0.126388794,Non-interacting
DPH5,0.126388794,Non-interacting
PALD1,0.126388794,Non-interacting
ALG10,0.126392723,Non-interacting
TM4SF1,0.126493395,Non-interacting
TSNAXIP1,0.126493395,Non-interacting
OR9G4,0.126524959,Non-interacting
DEUP1,0.126561605,Non-interacting
NT5C,0.12657602,Non-interacting
SSFA2,0.126905079,Non-interacting
ZNF697,0.126905079,Interacting
DEPTOR,0.12693165,Non-interacting
IER3,0.12693165,Non-interacting
OR5K3,0.12693165,Non-interacting
SMARCB1,0.12693165,Non-interacting
CASS4,0.126967141,Interacting
BLK,0.127051235,Interacting
CYP11B2,0.12742583,Non-interacting
UPK3A,0.127625974,Non-interacting
DPPA4,0.127853223,Non-interacting
STIL,0.127868471,Non-interacting
MAP10,0.128027333,Non-interacting
FAM169B,0.128123559,Non-interacting
TRPC5OS,0.128205216,Non-interacting
CAT,0.128265828,Non-interacting
CD6,0.1285384,Non-interacting
TAS2R9,0.1285384,Non-interacting
ICAM5,0.128676726,Interacting
PANX1,0.128676726,Non-interacting
PLPPR5,0.128676726,Non-interacting
WDR36,0.128676726,Non-interacting
GAL3ST2,0.128730956,Non-interacting
DNAJC1,0.128860705,Interacting
ZDHHC20,0.128925835,Non-interacting
ATP10D,0.128928368,Non-interacting
BMP1,0.129180457,Non-interacting
OR1M1,0.12925677,Non-interacting
C9orf50,0.129346266,Non-interacting
TREML2,0.129346266,Interacting
PI3,0.129348198,Non-interacting
SFXN4,0.129348198,Non-interacting
OPRK1,0.12940276,Non-interacting
SIRT2,0.129443739,Non-interacting
WDR1,0.129489059,Non-interacting
RARS2,0.129568366,Non-interacting
TPRKB,0.129568366,Non-interacting
ZUFSP,0.129568366,Non-interacting
ZNF468,0.129573745,Non-interacting
BLVRA,0.129636667,Non-interacting
HBS1L,0.129636667,Non-interacting
LEP,0.129636667,Non-interacting
OGDHL,0.129636667,Non-interacting
CASP8,0.129803171,Interacting
IL5,0.129894114,Non-interacting
ALDH6A1,0.130002073,Non-interacting
TIAM2,0.130010273,Interacting
THEM5,0.130079879,Non-interacting
MZT2B,0.130110577,Non-interacting
PRSS33,0.130110577,Non-interacting
TLCD1,0.130110577,Non-interacting
SGCD,0.130142823,Non-interacting
RAB11FIP5,0.130380376,Non-interacting
ZNF773,0.13078481,Interacting
PDLIM3,0.130945946,Non-interacting
ASNSD1,0.131049621,Non-interacting
TNFRSF8,0.131114431,Non-interacting
CSPG5,0.131204892,Non-interacting
OR4K13,0.131204892,Non-interacting
TMIGD1,0.131459322,Interacting
ALDH1L1,0.131558485,Non-interacting
LACC1,0.131606647,Non-interacting
RANGRF,0.131606647,Non-interacting
FUT5,0.131626912,Non-interacting
HIC2,0.131676178,Interacting
CAAP1,0.13173067,Non-interacting
GPR50,0.13173067,Non-interacting
FAM159A,0.131790901,Non-interacting
MT-ND6,0.131837462,Non-interacting
MYH4,0.131857656,Non-interacting
TAF1D,0.13233804,Non-interacting
FOXH1,0.132389059,Non-interacting
SLC44A5,0.132645878,Non-interacting
CARM1,0.132827874,Non-interacting
ZNF345,0.13283032,Interacting
STAM,0.132859836,Interacting
KISS1R,0.132902602,Interacting
SLC41A1,0.133022577,Non-interacting
DEPP,0.133044579,Non-interacting
CDKN2C,0.133049376,Interacting
MYPOP,0.133049376,Non-interacting
TRPV6,0.133049376,Interacting
ZNF878,0.133049376,Non-interacting
USP37,0.13311512,Non-interacting
PRKCZ,0.133404648,Interacting
MS4A8,0.133607309,Non-interacting
CORO7,0.133661777,Non-interacting
NKAPL,0.133825694,Non-interacting
RNF212B,0.133865873,Non-interacting
VEZT,0.133865873,Non-interacting
PRPF3,0.133882109,Non-interacting
PGGT1B,0.133896743,Non-interacting
F2RL2,0.133924891,Non-interacting
ETFBKMT,0.134295466,Non-interacting
TRIM69,0.134416406,Interacting
EPB41L5,0.134433154,Interacting
ZFPM1,0.134433154,Non-interacting
WNK1,0.134458579,Interacting
ZNF510,0.135030413,Interacting
ACSM4,0.135080815,Non-interacting
C17orf107,0.135083935,Non-interacting
ZFAND5,0.135083935,Non-interacting
CYBRD1,0.135089971,Non-interacting
LHFPL5,0.135340264,Non-interacting
NCCRP1,0.135465498,Non-interacting
PAPPA2,0.135473976,Interacting
FAM83H,0.13550371,Non-interacting
ENPP3,0.135575886,Non-interacting
NADK,0.135575886,Non-interacting
SUN1,0.135575886,Non-interacting
ZBTB2,0.135605006,Interacting
OR5I1,0.135802872,Interacting
MAPT,0.135826896,Interacting
VEGFA,0.13583223,Interacting
ESCO1,0.136067614,Non-interacting
ABCG5,0.136125139,Interacting
FBXW10,0.136174611,Non-interacting
TMEM260,0.136569861,Non-interacting
VWF,0.136705311,Interacting
ZNF865,0.136827291,Non-interacting
DGKQ,0.136903013,Non-interacting
TEX264,0.136903013,Non-interacting
TFPI2,0.137006653,Interacting
ZNF646,0.13703978,Non-interacting
BMP15,0.137070949,Non-interacting
SLC9A4,0.137170694,Non-interacting
PRDM8,0.137180083,Non-interacting
ZNF793,0.137317082,Interacting
EYS,0.137322397,Non-interacting
FAM198A,0.137322397,Non-interacting
MAN2B2,0.137322397,Non-interacting
JUP,0.137473121,Interacting
TMEM82,0.137535159,Non-interacting
IL21R,0.137654572,Non-interacting
SMAGP,0.137810475,Non-interacting
ZMYND8,0.137810475,Interacting
HOOK2,0.137867003,Non-interacting
SRR,0.137867003,Non-interacting
ACTBL2,0.137928646,Interacting
CTTNBP2NL,0.137928646,Non-interacting
ALKBH7,0.138173994,Non-interacting
MMD2,0.138279463,Non-interacting
FAM183A,0.138298958,Non-interacting
LCE6A,0.138298958,Non-interacting
CA13,0.138530538,Interacting
DPH7,0.13855994,Non-interacting
ERCC1,0.138678866,Non-interacting
TMEM62,0.138678866,Non-interacting
OR8S1,0.138772088,Non-interacting
ADH6,0.138823415,Non-interacting
MCAM,0.138823415,Interacting
ATL1,0.138833947,Non-interacting
ZNF638,0.139003764,Non-interacting
BCL7A,0.139151324,Non-interacting
SETBP1,0.139379033,Non-interacting
APOD,0.139431871,Non-interacting
ZNF385C,0.139431871,Non-interacting
LRRC10B,0.139448095,Non-interacting
EIF2D,0.1394718,Non-interacting
PPP1R7,0.139510797,Non-interacting
LY6G6F,0.139628584,Interacting
STK38,0.139881958,Interacting
TSHR,0.139985313,Interacting
SYN1,0.140059772,Non-interacting
APAF1,0.140128656,Non-interacting
MTRR,0.140128656,Non-interacting
RNF139,0.140134032,Non-interacting
FRMPD3,0.140141096,Interacting
FLYWCH2,0.140234342,Non-interacting
OR6P1,0.140243277,Non-interacting
SPOCK1,0.140243277,Non-interacting
TINF2,0.140243277,Non-interacting
KRTAP16-1,0.140423582,Non-interacting
RCSD1,0.14052862,Non-interacting
OR3A3,0.140561584,Non-interacting
SLC6A15,0.140561584,Non-interacting
XPC,0.140580602,Non-interacting
YJEFN3,0.14085889,Non-interacting
ACOXL,0.141000855,Non-interacting
PSMB8,0.141031199,Non-interacting
IHH,0.141229969,Interacting
MYLPF,0.14146254,Non-interacting
NAGLU,0.14146254,Non-interacting
GRN,0.141488628,Non-interacting
C6orf222,0.141576701,Non-interacting
P3H2,0.14162593,Non-interacting
OR52B6,0.1417794,Non-interacting
CSDC2,0.141834472,Non-interacting
INPP5B,0.141834472,Non-interacting
SCG5,0.141864562,Non-interacting
FAT1,0.141873911,Non-interacting
TBC1D8,0.141929518,Non-interacting
ZNF112,0.142168817,Interacting
POLR1A,0.142228215,Non-interacting
RPA1,0.142228215,Non-interacting
AMOT,0.142456202,Non-interacting
CNTD1,0.142456202,Interacting
PRR7,0.142456202,Non-interacting
PPFIBP2,0.142690221,Non-interacting
SMYD1,0.142891606,Non-interacting
TKFC,0.143097774,Non-interacting
CAMK2G,0.14317068,Interacting
SORBS3,0.143533611,Interacting
TXLNG,0.143641836,Non-interacting
NPHP3,0.143703431,Interacting
TMEM129,0.143721901,Non-interacting
NRIP3,0.143843329,Non-interacting
CTSS,0.143957676,Non-interacting
MAZ,0.144113642,Non-interacting
CFAP73,0.144142342,Non-interacting
PAX5,0.144185296,Non-interacting
BRD1,0.144677242,Interacting
OXNAD1,0.144677242,Non-interacting
PRMT6,0.144943235,Non-interacting
MT-ATP8,0.145049214,Non-interacting
PHF12,0.145302807,Non-interacting
CHI3L1,0.145553801,Non-interacting
RP1,0.145553801,Non-interacting
SASH3,0.145650063,Interacting
HSDL2,0.145662286,Interacting
MTMR2,0.145834255,Non-interacting
INO80B,0.145968501,Non-interacting
MEF2B,0.146103751,Interacting
KIR3DX1,0.14627961,Interacting
SPRED1,0.146426332,Non-interacting
CLDN22,0.146441673,Non-interacting
DNAJC30,0.146593819,Interacting
OR2J2,0.146593819,Non-interacting
WIZ,0.146593819,Non-interacting
MANBA,0.146672674,Non-interacting
AIFM3,0.146788025,Non-interacting
WFDC3,0.146788025,Non-interacting
POU2F1,0.146908555,Interacting
SP1,0.146908555,Interacting
LRRC18,0.146949995,Non-interacting
TSPYL2,0.146949995,Non-interacting
DNAJB2,0.147031394,Interacting
OR6C70,0.147070895,Interacting
SARDH,0.147271542,Non-interacting
SLC22A12,0.147271542,Non-interacting
C8orf48,0.147398723,Non-interacting
SSH3,0.14741023,Interacting
LKAAEAR1,0.147596348,Non-interacting
AGXT2,0.147645949,Non-interacting
CADM1,0.14788731,Interacting
COPG2,0.14788731,Non-interacting
OR7G1,0.14788731,Non-interacting
RGS19,0.14788731,Non-interacting
SPATC1,0.14788731,Non-interacting
SPDYC,0.14788731,Non-interacting
STBD1,0.147921699,Non-interacting
WDR60,0.148178788,Non-interacting
MET,0.148204064,Interacting
SUSD4,0.148324412,Interacting
KLHDC8A,0.148521434,Interacting
ITGA2B,0.148592372,Interacting
LSMEM2,0.149000161,Non-interacting
GPRIN2,0.149030265,Non-interacting
SYNPO2,0.149036318,Non-interacting
ETV2,0.149044874,Non-interacting
SIDT2,0.149219624,Non-interacting
RASSF10,0.149221311,Non-interacting
SOAT2,0.149221311,Non-interacting
AADAT,0.149368342,Non-interacting
PDIA3,0.149368342,Non-interacting
CXCR5,0.149438367,Non-interacting
AVPI1,0.149449131,Non-interacting
SEMA3G,0.149596397,Interacting
UNC5CL,0.149607563,Non-interacting
NUDT7,0.149653412,Non-interacting
GPATCH1,0.149653903,Non-interacting
PAQR8,0.149653903,Non-interacting
PGLYRP3,0.149653903,Non-interacting
RILP,0.149653903,Non-interacting
TTF2,0.149653903,Interacting
DHX37,0.149688538,Non-interacting
SPN,0.149891453,Non-interacting
ARMCX2,0.149895661,Non-interacting
OPRPN,0.149895661,Non-interacting
SLC52A1,0.149896356,Non-interacting
LDB1,0.149913705,Non-interacting
STAU2,0.149938551,Interacting
USP44,0.149938551,Non-interacting
XRCC2,0.149939093,Non-interacting
ME3,0.149991065,Non-interacting
TESPA1,0.150383279,Non-interacting
KCNIP1,0.150469635,Non-interacting
ZNF546,0.150469635,Non-interacting
RBL1,0.15049122,Interacting
RASGRP4,0.150713426,Interacting
TRIM14,0.150755834,Interacting
MBIP,0.15076415,Non-interacting
KCNA3,0.150776109,Interacting
ORM2,0.151062602,Non-interacting
PSMD13,0.151062602,Non-interacting
TMEM163,0.151323032,Non-interacting
KIF6,0.151379853,Non-interacting
SEMA4A,0.151379853,Non-interacting
PPP1R12B,0.151383034,Interacting
TMEM186,0.151534394,Non-interacting
ZNF415,0.152274424,Non-interacting
SCN3A,0.152804209,Non-interacting
OR5B3,0.152904937,Non-interacting
NARS,0.153049705,Non-interacting
SLC9A9,0.153494734,Non-interacting
GHR,0.153689602,Interacting
LCE5A,0.153763378,Non-interacting
CLIP1,0.153815848,Non-interacting
LY96,0.153815848,Non-interacting
ITGB4,0.154013591,Interacting
AP4M1,0.154124509,Non-interacting
SUOX,0.154124509,Interacting
TOB1,0.154259305,Non-interacting
ANO7,0.154510058,Non-interacting
PLN,0.154562666,Non-interacting
ARSG,0.154632688,Non-interacting
AIMP2,0.15474671,Non-interacting
CES4A,0.154746755,Non-interacting
UTP3,0.154770187,Non-interacting
SLC27A5,0.154813854,Non-interacting
TMEM39B,0.154886092,Non-interacting
ZIC2,0.154939075,Non-interacting
ABTB2,0.155272266,Interacting
CHST10,0.155272266,Non-interacting
C14orf178,0.155371547,Non-interacting
DSC1,0.155443006,Non-interacting
PUM2,0.155595562,Non-interacting
RHCG,0.155714333,Non-interacting
BRF2,0.155785397,Interacting
IBSP,0.155904891,Non-interacting
ABCB8,0.156030488,Interacting
BPIFB6,0.156069537,Non-interacting
COL11A1,0.156069537,Non-interacting
FAM24B,0.156069537,Non-interacting
WBP2NL,0.156069537,Non-interacting
SLC24A1,0.156119682,Non-interacting
PDGFB,0.156201868,Interacting
LIME1,0.156478329,Non-interacting
NT5DC1,0.156732362,Non-interacting
TREX1,0.156887331,Non-interacting
PDCD2,0.156944757,Non-interacting
CD2AP,0.156961846,Interacting
LIPA,0.156961846,Non-interacting
PARP11,0.156961846,Non-interacting
PSRC1,0.156961846,Non-interacting
SRY,0.156961846,Non-interacting
AGTRAP,0.157027242,Non-interacting
VASH2,0.157168084,Non-interacting
ZC3H4,0.157174023,Non-interacting
FBRS,0.157554424,Non-interacting
ALKAL1,0.157705183,Non-interacting
TP63,0.157705183,Interacting
CYP2A7,0.157741191,Non-interacting
SLC5A10,0.157741191,Non-interacting
SAXO1,0.157821412,Non-interacting
DDX31,0.157976901,Interacting
PDHX,0.158023679,Non-interacting
KCNJ14,0.158110317,Non-interacting
IPPK,0.158136501,Non-interacting
TIFA,0.158513592,Non-interacting
ASB6,0.158678939,Interacting
IDI2,0.158678939,Interacting
KLRF2,0.158678939,Interacting
LBP,0.158678939,Non-interacting
RBM19,0.158678939,Interacting
RNF20,0.158678939,Interacting
SCGB2A2,0.158678939,Non-interacting
HLTF,0.158759952,Interacting
PDE4A,0.158766278,Non-interacting
LGALS9,0.158776823,Non-interacting
FDFT1,0.158815196,Non-interacting
PDZD4,0.158896863,Non-interacting
RBBP8,0.158911055,Non-interacting
ZBED5,0.15897238,Non-interacting
SPSB4,0.158998064,Non-interacting
ITGA7,0.159036043,Interacting
UMODL1,0.159036043,Non-interacting
AMBP,0.159234512,Interacting
BICD1,0.159234512,Non-interacting
SLC6A6,0.159234512,Non-interacting
MAP3K10,0.159269406,Interacting
ZNF619,0.159269406,Interacting
BRWD1,0.159280008,Interacting
SULT4A1,0.159280008,Non-interacting
CCNF,0.159380213,Interacting
MINDY4B,0.159426523,Non-interacting
ABCB11,0.159508637,Interacting
ZNF366,0.159509597,Interacting
ADAM9,0.159531416,Non-interacting
HELQ,0.159677479,Non-interacting
ADAMTS1,0.159939873,Non-interacting
SLC26A6,0.159939873,Non-interacting
DMP1,0.159979484,Non-interacting
RFLNB,0.160230289,Non-interacting
TSHB,0.160273464,Non-interacting
PCSK4,0.160297464,Non-interacting
TBRG1,0.160297464,Non-interacting
TYW1B,0.160297464,Non-interacting
MAGEB18,0.160635308,Non-interacting
TRO,0.160814606,Non-interacting
ANKRD42,0.160983651,Interacting
GALK2,0.160983651,Non-interacting
GK2,0.160983651,Non-interacting
FABP1,0.161083428,Non-interacting
NHLRC4,0.161329026,Interacting
OSTM1,0.161489973,Non-interacting
IFNE,0.161573992,Interacting
CXCR3,0.161659593,Non-interacting
TCF7L1,0.161712235,Non-interacting
CNMD,0.161737366,Non-interacting
DEFB132,0.161737366,Non-interacting
TSPAN4,0.161737366,Non-interacting
ZNRF2,0.162096902,Non-interacting
DEFB112,0.162357137,Non-interacting
SELENOO,0.162594536,Non-interacting
PIMREG,0.162881275,Non-interacting
ZBTB49,0.162881275,Interacting
ADRA2B,0.162959487,Non-interacting
ATF4,0.163192354,Non-interacting
ATAD2,0.163233834,Interacting
PSMF1,0.163467127,Non-interacting
NTRK3,0.16350789,Interacting
CABS1,0.163564224,Non-interacting
FGD6,0.163593604,Non-interacting
DISP3,0.163631714,Non-interacting
KCNE1,0.163631714,Non-interacting
OPN1LW,0.163631714,Non-interacting
TMPRSS12,0.163631714,Non-interacting
PPP2R5B,0.163641451,Non-interacting
LIPM,0.163649803,Non-interacting
SSTR4,0.163651497,Interacting
KCTD3,0.163695729,Interacting
TNFAIP2,0.163697611,Non-interacting
GORASP1,0.163816574,Non-interacting
ADA2,0.163970568,Non-interacting
TTC28,0.164226303,Interacting
MARS2,0.16432471,Non-interacting
PADI3,0.164334159,Non-interacting
AXIN2,0.164624618,Non-interacting
GOLIM4,0.164717546,Non-interacting
SNX25,0.164717546,Non-interacting
DOPEY1,0.164741727,Non-interacting
PITPNM2,0.164741727,Non-interacting
SHANK2,0.164741727,Interacting
USP42,0.164741727,Non-interacting
DAOA,0.164843132,Non-interacting
RAB38,0.165093677,Interacting
TSSC4,0.165299414,Non-interacting
SAMD9L,0.165379105,Non-interacting
SPATA17,0.165386116,Non-interacting
CDC42BPB,0.16562724,Interacting
FJX1,0.16562724,Non-interacting
SP140L,0.16575985,Interacting
ADAMTS16,0.165913323,Non-interacting
CEMIP,0.165913323,Non-interacting
CLEC11A,0.165913323,Interacting
FAM122A,0.1659382,Non-interacting
GLRB,0.1659382,Interacting
OR4M2,0.1659382,Non-interacting
PARP2,0.165971704,Non-interacting
GABRP,0.166069061,Interacting
DACH1,0.16621852,Non-interacting
PLSCR1,0.166428317,Non-interacting
ISOC1,0.166635374,Non-interacting
SPZ1,0.166706845,Non-interacting
ESCO2,0.166735434,Non-interacting
GALNT9,0.166735434,Non-interacting
NTHL1,0.166735434,Non-interacting
PHACTR1,0.166735434,Interacting
TMEM200C,0.166735434,Non-interacting
TOM1,0.166768189,Interacting
OR51E1,0.167016644,Non-interacting
MRM1,0.167165506,Non-interacting
KCNH4,0.167413458,Non-interacting
KIAA1549L,0.167413458,Non-interacting
PRUNE1,0.167413458,Non-interacting
ABHD5,0.167680177,Non-interacting
RFX7,0.167714389,Non-interacting
XKR5,0.167834007,Non-interacting
TMCO4,0.167997105,Non-interacting
TEX37,0.168269913,Non-interacting
ADM2,0.168458059,Non-interacting
FGF22,0.168531937,Interacting
GNL3L,0.168579213,Non-interacting
MLST8,0.168597306,Non-interacting
SLC35G2,0.168597306,Non-interacting
ALK,0.168753297,Interacting
SPECC1,0.168790287,Non-interacting
HEATR1,0.168849267,Non-interacting
NOLC1,0.168969655,Non-interacting
GPRIN3,0.169238345,Non-interacting
ZNRF1,0.169413221,Interacting
NSUN3,0.169473296,Non-interacting
POGZ,0.169610559,Interacting
KCNV2,0.1696318,Interacting
ORC3,0.1696318,Non-interacting
TEKT2,0.169662911,Non-interacting
TAS2R31,0.169684822,Non-interacting
ANP32A,0.169757538,Non-interacting
COL9A3,0.169757538,Non-interacting
RBM12B,0.169906016,Interacting
SRSF11,0.169906016,Non-interacting
GCLC,0.17013471,Non-interacting
SKA2,0.170143577,Interacting
ROBO2,0.170678435,Interacting
BBS7,0.171158019,Non-interacting
NLRP5,0.171212738,Non-interacting
SPSB3,0.171212738,Non-interacting
C19orf44,0.17121281,Non-interacting
NFATC3,0.171415802,Interacting
OR6C76,0.171415802,Non-interacting
PVRIG,0.17143077,Non-interacting
RIN3,0.17143077,Interacting
STK19,0.17143077,Non-interacting
TRIM63,0.17143077,Interacting
WDCP,0.17143077,Non-interacting
ZNF616,0.17143077,Non-interacting
ABCC5,0.171510692,Interacting
IRF5,0.171549474,Interacting
